"","game_id","count_user"
"1","10483946",141
"2","10655437",797
"3","18121481",2017
"4","19049241",75
"5","21554188",24
"6","26962869",2
"7","30900473",945
"8","32950170",181
"9","35643983",2
"10","40904844",7
"11","43346372",1708
"12","55107008",11495
"13","59561974",1
"14","60374084",19
"15","63960431",6
"16","67544688",60
"17","82196685",1
"18","85159873",1
"19","94868282",3
"20","98010070",7
